## header:
##   title: Th232(p,x) nuclear model parameters
##   source: TALYS-2.2
##   user: Arjan Koning
##   date: 2026-01-14
##   format: YANDF-0.4
## target:
##   Z: 90
##   A: 232
##   nuclide: Th232 
## residual:
##   Z: 91
##   A: 233
##   nuclide: Pa233 
## parameters: 
##   level density
a                91 233  14.75839
aadjust          91 233   1.00000
gammald          91 233   0.07697
pair             91 233   0.78615
s2adjust         90 227   1.00000   2
ctable           90 227   0.00000   2
ptable           90 227   0.00000   2
ctableadjust     90 227   0.00000   2
ptableadjust     90 227   0.00000   2
Ufermi           90 227  45.00000   2
cfermi           90 227   5.00000   2
Krotconstant     90 227   1.00000   2
Pshift           90 227   0.00000   3
Pshiftadjust     90 227   0.00000   3
deltaW           90 227   0.60000   3
T                90 227   0.34024   3
E0               90 227   0.00001   3
Exmatch          90 227   2.42059   3
Tadjust          90 227   1.00000   3
E0adjust         90 227   1.00000   3
Exmatchadjust    90 227   1.00000   3
Ntop             90 227   1   3
Nlow             90 227   0   3
s2adjust         90 227   1.00000   3
ctable           90 227   0.00000   3
ptable           90 227   0.00000   3
ctableadjust     90 227   0.00000   3
ptableadjust     90 227   0.00000   3
Ufermi           90 227  45.00000   3
cfermi           90 227   5.00000   3
Krotconstant     90 227   1.00000   3
g                90 227  15.13333
gp               90 227   6.00000
gn               90 227   9.13333
gnadjust         90 227   1.00000
gpadjust         90 227   1.00000
gadjust          90 227   1.00000
Risomer          90 227   1.00000
## parameters: 
##   photon strength function
gamgam           90 227   0.00000
gamgamadjust     90 227   1.00000
etable           90 227   0.00000 E1
ftable           90 227   1.00000 E1
wtable           90 227   1.00000 E1
etableadjust     90 227   0.00000 E1
ftableadjust     90 227   1.00000 E1
wtableadjust     90 227   1.00000 E1
upbendc          90 227 3.50000E-08 M1
upbende          90 227 8.00000E-01 M1
upbendf          90 227 6.00000E+00 M1
upbendcadjust    90 227 1.00000E+00 M1
upbendeadjust    90 227 1.00000E+00 M1
upbendfadjust    90 227 1.00000E+00 M1
sgr              90 227   2.757 M1
egr              90 227   7.288 M1
ggr              90 227   4.000 M1
sgradjust        90 227   1.000 M1
egradjust        90 227   1.000 M1
ggradjust        90 227   1.000 M1
etable           90 227   0.00000 E2
ftable           90 227   1.00000 E2
wtable           90 227   1.00000 E2
etableadjust     90 227   0.00000 E2
ftableadjust     90 227   1.00000 E2
wtableadjust     90 227   1.00000 E2
upbendc          90 227 0.00000E+00 M2
upbende          90 227 0.00000E+00 M2
upbendf          90 227 0.00000E+00 M2
upbendcadjust    90 227 1.00000E+00 M2
upbendeadjust    90 227 1.00000E+00 M2
upbendfadjust    90 227 1.00000E+00 M2
sgr              90 227   0.002 M2
egr              90 227   7.288 M2
ggr              90 227   4.000 M2
sgradjust        90 227   1.000 M2
egradjust        90 227   1.000 M2
ggradjust        90 227   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       90 227   1.00000
vfiscor          90 227   1.00000
rmiufiscor       90 227   1.00000
betafiscoradjust   90 227   1.00000
vfiscoradjust    90 227   1.00000
rmiufiscoradjust   90 227   1.00000
bdamp            90 227   0.01000  1
bdampadjust      90 227   1.00000  1
class2width      90 227   0.20000  1
Rtransmom        90 227   0.60000  1
Rclass2mom       90 227   1.00000  1
bdamp            90 227   0.01000  2
bdampadjust      90 227   1.00000  2
class2width      90 227   0.20000  2
Rtransmom        90 227   1.00000  2
Rclass2mom       90 227   1.00000  2
bdamp            90 227   0.01000  3
bdampadjust      90 227   1.00000  3
Rtransmom        90 227   1.00000  3
Rclass2mom       90 227   1.00000  3
## residual:
##   Z: 89
##   A: 226
##   nuclide: Ac226 
## parameters: 
##   level density
a                89 226  15.74521
aadjust          89 226   1.00000
gammald          89 226   0.07776
pair             89 226   0.00000
Pshift           89 226   0.00000   0
Pshiftadjust     89 226   0.00000   0
deltaW           89 226   3.03449   0
T                89 226   0.34244   0
E0               89 226  -1.09105   0
Exmatch          89 226   2.21655   0
Tadjust          89 226   1.00000   0
E0adjust         89 226   1.00000   0
Exmatchadjust    89 226   1.00000   0
Ntop             89 226   0   0
Nlow             89 226   0   0
s2adjust         89 226   1.00000   0
ctable           89 226   0.00000   0
ptable           89 226   0.00000   0
ctableadjust     89 226   0.00000   0
ptableadjust     89 226   0.00000   0
Ufermi           89 226  30.00000   0
cfermi           89 226   5.00000   0
Krotconstant     89 226   1.00000   0
Pshift           89 226   0.00000   1
Pshiftadjust     89 226   0.00000   1
deltaW           89 226   1.50000   1
T                89 226   0.34244   1
E0               89 226  -0.89813   1
Exmatch          89 226   1.87406   1
Tadjust          89 226   1.00000   1
E0adjust         89 226   1.00000   1
Exmatchadjust    89 226   1.00000   1
Ntop             89 226   1   1
Nlow             89 226   0   1
s2adjust         89 226   1.00000   1
ctable           89 226   0.00000   1
ptable           89 226   0.00000   1
ctableadjust     89 226   0.00000   1
ptableadjust     89 226   0.00000   1
Ufermi           89 226  45.00000   1
cfermi           89 226   5.00000   1
Krotconstant     89 226   1.00000   1
Pshift           89 226   0.00000   2
Pshiftadjust     89 226   0.00000   2
deltaW           89 226   0.60000   2
T                89 226   0.34244   2
E0               89 226  -0.78888   2
Exmatch          89 226   1.64331   2
Tadjust          89 226   1.00000   2
E0adjust         89 226   1.00000   2
Exmatchadjust    89 226   1.00000   2
Ntop             89 226   1   2
Nlow             89 226   0   2
s2adjust         89 226   1.00000   2
ctable           89 226   0.00000   2
ptable           89 226   0.00000   2
ctableadjust     89 226   0.00000   2
ptableadjust     89 226   0.00000   2
Ufermi           89 226  45.00000   2
cfermi           89 226   5.00000   2
Krotconstant     89 226   1.00000   2
Pshift           89 226   0.00000   3
Pshiftadjust     89 226   0.00000   3
deltaW           89 226   0.60000   3
T                89 226   0.34244   3
E0               89 226  -0.80645   3
Exmatch          89 226   1.64332   3
Tadjust          89 226   1.00000   3
E0adjust         89 226   1.00000   3
Exmatchadjust    89 226   1.00000   3
Ntop             89 226   1   3
Nlow             89 226   0   3
s2adjust         89 226   1.00000   3
ctable           89 226   0.00000   3
ptable           89 226   0.00000   3
ctableadjust     89 226   0.00000   3
ptableadjust     89 226   0.00000   3
Ufermi           89 226  45.00000   3
cfermi           89 226   5.00000   3
Krotconstant     89 226   1.00000   3
g                89 226  15.06667
gp               89 226   5.93333
gn               89 226   9.13333
gnadjust         89 226   1.00000
gpadjust         89 226   1.00000
gadjust          89 226   1.00000
Risomer          89 226   1.00000
## parameters: 
##   photon strength function
gamgam           89 226   0.00000
gamgamadjust     89 226   1.00000
etable           89 226   0.00000 E1
ftable           89 226   1.00000 E1
wtable           89 226   1.00000 E1
etableadjust     89 226   0.00000 E1
ftableadjust     89 226   1.00000 E1
wtableadjust     89 226   1.00000 E1
upbendc          89 226 3.50000E-08 M1
upbende          89 226 8.00000E-01 M1
upbendf          89 226 6.00000E+00 M1
upbendcadjust    89 226 1.00000E+00 M1
upbendeadjust    89 226 1.00000E+00 M1
upbendfadjust    89 226 1.00000E+00 M1
sgr              89 226   2.747 M1
egr              89 226   7.293 M1
ggr              89 226   4.000 M1
sgradjust        89 226   1.000 M1
egradjust        89 226   1.000 M1
ggradjust        89 226   1.000 M1
etable           89 226   0.00000 E2
ftable           89 226   1.00000 E2
wtable           89 226   1.00000 E2
etableadjust     89 226   0.00000 E2
ftableadjust     89 226   1.00000 E2
wtableadjust     89 226   1.00000 E2
upbendc          89 226 0.00000E+00 M2
upbende          89 226 0.00000E+00 M2
upbendf          89 226 0.00000E+00 M2
upbendcadjust    89 226 1.00000E+00 M2
upbendeadjust    89 226 1.00000E+00 M2
upbendfadjust    89 226 1.00000E+00 M2
sgr              89 226   0.002 M2
egr              89 226   7.293 M2
ggr              89 226   4.000 M2
sgradjust        89 226   1.000 M2
egradjust        89 226   1.000 M2
ggradjust        89 226   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       89 226   1.00000
vfiscor          89 226   1.00000
rmiufiscor       89 226   1.00000
betafiscoradjust   89 226   1.00000
vfiscoradjust    89 226   1.00000
rmiufiscoradjust   89 226   1.00000
bdamp            89 226   0.01000  1
bdampadjust      89 226   1.00000  1
class2width      89 226   0.20000  1
Rtransmom        89 226   0.60000  1
Rclass2mom       89 226   1.00000  1
bdamp            89 226   0.01000  2
bdampadjust      89 226   1.00000  2
class2width      89 226   0.20000  2
Rtransmom        89 226   1.00000  2
Rclass2mom       89 226   1.00000  2
bdamp            89 226   0.01000  3
bdampadjust      89 226   1.00000  3
Rtransmom        89 226   1.00000  3
Rclass2mom       89 226   1.00000  3
## residual:
##   Z: 91
##   A: 228
##   nuclide: Pa228 
## parameters: 
##   level density
a                91 228  15.69251
aadjust          91 228   1.00000
gammald          91 228   0.07753
pair             91 228   0.00000
Pshift           91 228   0.00000   0
Pshiftadjust     91 228   0.00000   0
deltaW           91 228   2.90916   0
T                91 228   0.34234   0
E0               91 228  -1.08995   0
Exmatch          91 228   2.21070   0
Tadjust          91 228   1.00000   0
E0adjust         91 228   1.00000   0
Exmatchadjust    91 228   1.00000   0
Ntop             91 228  30   0
Nlow             91 228   2   0
s2adjust         91 228   1.00000   0
ctable           91 228   0.00000   0
ptable           91 228   0.00000   0
ctableadjust     91 228   0.00000   0
ptableadjust     91 228   0.00000   0
Ufermi           91 228  30.00000   0
cfermi           91 228   5.00000   0
Krotconstant     91 228   1.00000   0
Pshift           91 228   0.00000   1
Pshiftadjust     91 228   0.00000   1
deltaW           91 228   1.50000   1
T                91 228   0.34234   1
E0               91 228  -0.91466   1
Exmatch          91 228   1.89538   1
Tadjust          91 228   1.00000   1
E0adjust         91 228   1.00000   1
Exmatchadjust    91 228   1.00000   1
Ntop             91 228   1   1
Nlow             91 228   0   1
s2adjust         91 228   1.00000   1
ctable           91 228   0.00000   1
ptable           91 228   0.00000   1
ctableadjust     91 228   0.00000   1
ptableadjust     91 228   0.00000   1
Ufermi           91 228  45.00000   1
cfermi           91 228   5.00000   1
Krotconstant     91 228   1.00000   1
Pshift           91 228   0.00000   2
Pshiftadjust     91 228   0.00000   2
deltaW           91 228   0.60000   2
T                91 228   0.34234   2
E0               91 228  -0.80409   2
Exmatch          91 228   1.66579   2
Tadjust          91 228   1.00000   2
E0adjust         91 228   1.00000   2
Exmatchadjust    91 228   1.00000   2
Ntop             91 228   1   2
Nlow             91 228   0   2
s2adjust         91 228   1.00000   2
ctable           91 228   0.00000   2
ptable           91 228   0.00000   2
ctableadjust     91 228   0.00000   2
ptableadjust     91 228   0.00000   2
Ufermi           91 228  45.00000   2
cfermi           91 228   5.00000   2
Krotconstant     91 228   1.00000   2
Pshift           91 228   0.00000   3
Pshiftadjust     91 228   0.00000   3
deltaW           91 228   0.60000   3
T                91 228   0.34234   3
E0               91 228  -0.82165   3
Exmatch          91 228   1.66580   3
Tadjust          91 228   1.00000   3
E0adjust         91 228   1.00000   3
Exmatchadjust    91 228   1.00000   3
Ntop             91 228   1   3
Nlow             91 228   0   3
s2adjust         91 228   1.00000   3
ctable           91 228   0.00000   3
ptable           91 228   0.00000   3
ctableadjust     91 228   0.00000   3
ptableadjust     91 228   0.00000   3
Ufermi           91 228  45.00000   3
cfermi           91 228   5.00000   3
Krotconstant     91 228   1.00000   3
g                91 228  15.20000
gp               91 228   6.06667
gn               91 228   9.13333
gnadjust         91 228   1.00000
gpadjust         91 228   1.00000
gadjust          91 228   1.00000
Risomer          91 228   1.00000
## parameters: 
##   photon strength function
gamgam           91 228   0.00000
gamgamadjust     91 228   1.00000
etable           91 228   0.00000 E1
ftable           91 228   1.00000 E1
wtable           91 228   1.00000 E1
etableadjust     91 228   0.00000 E1
ftableadjust     91 228   1.00000 E1
wtableadjust     91 228   1.00000 E1
upbendc          91 228 3.50000E-08 M1
upbende          91 228 8.00000E-01 M1
upbendf          91 228 6.00000E+00 M1
upbendcadjust    91 228 1.00000E+00 M1
upbendeadjust    91 228 1.00000E+00 M1
upbendfadjust    91 228 1.00000E+00 M1
sgr              91 228   2.767 M1
egr              91 228   7.283 M1
ggr              91 228   4.000 M1
sgradjust        91 228   1.000 M1
egradjust        91 228   1.000 M1
ggradjust        91 228   1.000 M1
etable           91 228   0.00000 E2
ftable           91 228   1.00000 E2
wtable           91 228   1.00000 E2
etableadjust     91 228   0.00000 E2
ftableadjust     91 228   1.00000 E2
wtableadjust     91 228   1.00000 E2
upbendc          91 228 0.00000E+00 M2
upbende          91 228 0.00000E+00 M2
upbendf          91 228 0.00000E+00 M2
upbendcadjust    91 228 1.00000E+00 M2
upbendeadjust    91 228 1.00000E+00 M2
upbendfadjust    91 228 1.00000E+00 M2
sgr              91 228   0.002 M2
egr              91 228   7.283 M2
ggr              91 228   4.000 M2
sgradjust        91 228   1.000 M2
egradjust        91 228   1.000 M2
ggradjust        91 228   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       91 228   1.00000
vfiscor          91 228   1.00000
rmiufiscor       91 228   1.00000
betafiscoradjust   91 228   1.00000
vfiscoradjust    91 228   1.00000
rmiufiscoradjust   91 228   1.00000
bdamp            91 228   0.01000  1
bdampadjust      91 228   1.00000  1
class2width      91 228   0.20000  1
Rtransmom        91 228   0.60000  1
Rclass2mom       91 228   1.00000  1
bdamp            91 228   0.01000  2
bdampadjust      91 228   1.00000  2
class2width      91 228   0.20000  2
Rtransmom        91 228   1.00000  2
Rclass2mom       91 228   1.00000  2
bdamp            91 228   0.01000  3
bdampadjust      91 228   1.00000  3
